id,country_id,season,stage,date,hometeam_id,awayteam_id,home_goal,away_goal
1022,1,2012/2013,12,2012-10-26,9985,9984,2,1
1023,1,2012/2013,12,2012-10-27,9991,9998,2,0
1024,1,2012/2013,12,2012-10-27,9993,1773,1,3
1025,1,2012/2013,12,2012-10-27,9986,8635,2,0
1026,1,2012/2013,12,2012-10-28,8571,9987,1,1
1027,1,2012/2013,12,2012-10-27,8203,9989,3,0
1028,1,2012/2013,12,2012-10-27,8475,10000,0,2
1029,1,2012/2013,13,2012-10-30,8635,9991,5,0
1030,1,2012/2013,13,2012-10-31,9987,9985,0,2
1031,1,2012/2013,13,2012-10-31,10000,9986,4,1
1032,1,2012/2013,13,2012-10-31,1773,8203,3,1
1033,1,2012/2013,13,2012-10-31,9994,8475,2,0
1034,1,2012/2013,13,2012-10-31,9989,8342,3,2
1035,1,2012/2013,13,2012-10-31,9998,8571,1,0
1036,1,2012/2013,13,2012-10-31,9984,9993,3,1
1037,1,2012/2013,14,2012-11-04,8342,10000,0,1
1038,1,2012/2013,14,2012-11-04,9985,1773,2,0
1039,1,2012/2013,14,2012-11-03,9991,9987,1,2
1040,1,2012/2013,14,2012-11-03,9993,8475,1,2
1041,1,2012/2013,14,2012-11-03,9986,9994,0,2
1042,1,2012/2013,14,2012-11-03,8571,9989,4,1
1043,1,2012/2013,14,2012-11-03,8203,8635,1,4
1044,1,2012/2013,14,2012-11-03,9998,9984,3,2
1045,1,2012/2013,15,2012-11-11,8635,8342,6,1
1046,1,2012/2013,15,2012-11-11,9987,9998,5,1
1047,1,2012/2013,15,2012-11-10,10000,8203,1,1
1048,1,2012/2013,15,2012-11-10,1773,8571,0,0
1049,1,2012/2013,15,2012-11-09,9994,9985,2,1
1050,1,2012/2013,15,2012-11-10,9989,9993,1,3
1051,1,2012/2013,15,2012-11-10,8475,9986,0,0
1052,1,2012/2013,15,2012-11-10,9984,9991,2,2
1053,1,2012/2013,16,2012-11-18,8635,8571,1,0
1054,1,2012/2013,16,2012-11-17,9986,8203,1,1
1055,1,2012/2013,16,2012-11-18,10000,9985,0,0
1056,1,2012/2013,16,2012-11-17,1773,9998,1,3
1057,1,2012/2013,16,2012-11-18,9994,9993,1,0
1058,1,2012/2013,16,2012-11-17,9989,9991,2,0
1059,1,2012/2013,16,2012-11-17,8475,8342,2,6
1060,1,2012/2013,16,2012-11-17,9984,9987,3,1
1061,1,2012/2013,17,2012-11-25,8342,9986,1,0
1062,1,2012/2013,17,2012-11-23,9985,9989,3,0
1063,1,2012/2013,17,2012-11-25,9987,1773,1,1
1064,1,2012/2013,17,2012-11-24,9991,10000,0,1
1065,1,2012/2013,17,2012-11-24,9993,8635,1,4
1066,1,2012/2013,17,2012-11-24,8571,9984,3,1
1067,1,2012/2013,17,2012-11-24,8203,8475,0,1
1068,1,2012/2013,17,2012-11-24,9998,9994,1,2
1069,1,2012/2013,18,2012-12-01,8342,8203,1,1
1070,1,2012/2013,18,2012-12-01,8635,9984,2,1
1071,1,2012/2013,18,2012-12-01,9986,8571,2,0
1072,1,2012/2013,18,2012-12-01,10000,9993,0,0
1073,1,2012/2013,18,2012-12-01,1773,9991,1,1
1074,1,2012/2013,18,2012-12-02,9994,9987,3,4
1075,1,2012/2013,18,2012-12-01,9989,9998,0,3
1076,1,2012/2013,18,2012-12-02,8475,9985,0,2
1077,1,2012/2013,19,2012-12-07,9985,9986,6,1
1078,1,2012/2013,19,2012-12-09,9987,9989,4,1
1079,1,2012/2013,19,2012-12-08,9991,8475,0,2
1080,1,2012/2013,19,2012-12-09,9993,8342,1,7
1081,1,2012/2013,19,2012-12-08,8571,10000,1,2
1082,1,2012/2013,19,2012-12-08,8203,9994,2,1
1083,1,2012/2013,19,2012-12-08,9998,8635,0,5
1084,1,2012/2013,19,2012-12-08,9984,1773,1,1
1085,1,2012/2013,2,2012-08-04,8635,9993,1,0
1086,1,2012/2013,2,2012-08-04,9986,8342,0,1
1087,1,2012/2013,2,2012-08-05,10000,9991,3,1
1088,1,2012/2013,2,2012-08-05,1773,9987,2,2
1089,1,2012/2013,2,2012-08-04,9994,9998,2,2
1090,1,2012/2013,2,2012-08-03,9989,9985,0,0
1091,1,2012/2013,2,2012-08-04,8475,8203,0,0
1092,1,2012/2013,2,2012-08-04,9984,8571,1,2
1093,1,2012/2013,20,2012-12-15,8342,9998,2,0
1094,1,2012/2013,20,2012-12-16,8635,1773,2,1
1095,1,2012/2013,20,2012-12-15,9986,9993,1,0
1096,1,2012/2013,20,2012-12-16,10000,9987,3,2
1097,1,2012/2013,20,2012-12-15,9994,9991,2,2
1098,1,2012/2013,20,2012-12-15,8203,9985,0,2
1099,1,2012/2013,20,2012-12-15,9989,9984,1,1
1100,1,2012/2013,20,2012-12-15,8475,8571,1,0
1101,1,2012/2013,21,2012-12-23,9985,8342,1,3
1102,1,2012/2013,21,2012-12-23,9987,8635,2,4
1103,1,2012/2013,21,2012-12-22,9991,9986,1,2
1104,1,2012/2013,21,2012-12-22,9993,8203,0,2
1105,1,2012/2013,21,2012-12-22,1773,9989,2,2
1106,1,2012/2013,21,2012-12-21,8571,9994,2,3
1107,1,2012/2013,21,2012-12-22,9998,10000,1,1
1108,1,2012/2013,21,2012-12-22,9984,8475,2,2
1109,1,2012/2013,22,2012-12-26,8342,8571,0,0
1110,1,2012/2013,22,2012-12-27,8635,9989,4,1
1111,1,2012/2013,22,2012-12-27,9985,9993,3,0
1112,1,2012/2013,22,2012-12-26,9986,9998,1,2
1113,1,2012/2013,22,2012-12-26,10000,1773,2,1
1114,1,2012/2013,22,2012-12-26,9994,9984,3,0
1115,1,2012/2013,22,2012-12-26,8203,9991,1,0
1116,1,2012/2013,22,2012-12-26,8475,9987,1,1
1117,1,2012/2013,23,2013-02-27,8635,10000,0,1
1118,1,2012/2013,23,2013-01-19,9987,9986,3,1
1119,1,2012/2013,23,2013-01-19,9991,9985,0,0
1120,1,2012/2013,23,2013-01-19,1773,9994,2,6
1121,1,2012/2013,23,2013-01-19,8571,9993,4,0
1122,1,2012/2013,23,2013-01-19,9989,8475,0,0
1123,1,2012/2013,23,2013-01-19,9998,8203,2,3
1124,1,2012/2013,23,2013-02-28,9984,8342,0,3
1125,1,2012/2013,24,2013-01-27,8342,9991,0,0
1126,1,2012/2013,24,2013-01-25,9985,8571,2,0
1127,1,2012/2013,24,2013-01-26,9993,9998,0,0
1128,1,2012/2013,24,2013-02-20,9986,9984,2,1
1129,1,2012/2013,24,2013-01-26,10000,9989,2,0
1130,1,2012/2013,24,2013-01-26,9994,8635,0,2
1131,1,2012/2013,24,2013-01-26,8203,9987,2,1
1132,1,2012/2013,24,2013-01-26,8475,1773,2,0
1133,1,2012/2013,25,2013-02-03,8635,9985,2,2
1134,1,2012/2013,25,2013-02-03,9987,8342,4,1
1135,1,2012/2013,25,2013-02-02,9991,9993,2,1
1136,1,2012/2013,25,2013-02-02,1773,9986,1,0
1137,1,2012/2013,25,2013-02-02,8571,8203,2,1
1138,1,2012/2013,25,2013-02-02,9989,9994,1,1
1139,1,2012/2013,25,2013-02-02,9998,8475,3,0
1140,1,2012/2013,25,2013-02-02,9984,10000,1,2
1141,1,2012/2013,26,2013-02-09,8342,1773,3,1
1142,1,2012/2013,26,2013-02-10,9985,9998,0,1
1143,1,2012/2013,26,2013-02-09,9993,9987,0,2
1144,1,2012/2013,26,2013-02-09,9986,9989,1,0
1145,1,2012/2013,26,2013-02-09,9994,10000,1,1
1146,1,2012/2013,26,2013-02-09,8571,9991,1,0
1147,1,2012/2013,26,2013-02-09,8203,9984,2,0
1148,1,2012/2013,26,2013-02-10,8475,8635,1,2
1149,1,2012/2013,27,2013-02-15,8635,9986,2,0
1150,1,2012/2013,27,2013-02-17,9987,8571,2,0
1151,1,2012/2013,27,2013-02-16,10000,8475,2,0
1152,1,2012/2013,27,2013-02-16,1773,9993,1,1
1153,1,2012/2013,27,2013-02-17,9994,8342,1,1
1154,1,2012/2013,27,2013-02-16,9989,8203,0,2
1155,1,2012/2013,27,2013-02-16,9998,9991,0,2
1156,1,2012/2013,27,2013-02-16,9984,9985,0,1
